[0s] 我講講我的底層的投哲學吧
[4755s] 就是趨勢結束
[4756s] 它是一個概念
[4758s] 你要認清這產業的趨勢
[4760s] 股票的趨勢
[4762s] 產業的趨勢
[4764s] 2000年的時候
[4765s] 就互聯網的投資
[4767s] 增速
[4768s] 就已經見到頂峰了
[4770s] 那時候股票
[4771s] 後來
[4772s] 就是看就是高點
[4774s] 那其實你要認清產業的
[4777s] 它的一階變化
[4779s] 二階變化
[4781s] 然後它反映在
[4782s] 股票的價格上
[4783s] 它會反映它的一階變化
[4785s] 還有它的二階變化
[4787s] 所以就說
[4788s] 賣在人生頂分數
[4790s] 和
[4791s] 跟隨趨勢是一致的
[4793s] 這兩個聽起來
[4794s] 我完全明白您的解釋
[4796s] 是一致
[4797s] 買在無人問金時
[4799s] 無人問金
[4800s] 是一個必要條件
[4802s] 但未必是充分條件
[4805s] 必要且充分
[4806s] 那才是你縱藏的條件
[4808s] 無人問金時
[4809s] 是說明它的
[4811s] 成交量很小
[4812s] 估值很便宜
[4814s] 但你也知道
[4815s] 估值便宜它可以
[4816s] 很長時間都便宜
[4818s] 那我們強調的速度
[4821s] 如果說你
[4822s] 無人問金
[4823s] 三年無人問金
[4824s] 五年無人問金
[4825s] 投資速度不夠
[4827s] 所以你要找催化劑
[4829s] 你要找
[4830s] 這個產業的變化
[4832s] 這個公司的變化
[4834s] 有了催化劑
[4835s] 有了這個變化
[4838s] 那你就是跟隨趨勢了
[4840s] 投資中有很多的忽憂
[4843s] 你怎麼能夠
[4845s] 避免彩坑
[4847s] 那就是你要學習嘗試
[4850s] 這個嘗試
[4851s] 不是日常
[4852s] 那就是這些
[4853s] 問人處是這些方法
[4855s] 而是說
[4856s] 存在說
[4857s] 自然科學
[4858s] 社會科學
[4860s] 心理學
[4862s] 各個學科的
[4864s] 大學的水平
[4867s] 到大學的各個專業的水平
[4869s] 有這個嘗試
[4871s] 你大概不容易被人呼咬的
[4874s] 所以我覺得這個是非常重要的
[4876s] 而這個就是AI特別擅長的
[4879s] 大學水平的
[4881s] 這個知識
[4882s] 都是有論文的或者說
[4884s] 那它學的
[4887s] 搜集的速度是比人快的
[4890s] 這個我非常讚統
[4891s] 學習嘗試
[4892s] 那你想獲得超額
[4895s] 那你就不能偷懶
[4896s] 就是你得自己做功課
[4898s] 你只望AI
[4901s] 在創新這個方向上
[4903s] 獲得極大的超額的賠率
[4906s] 這個性格
[4907s] 趨勢讓你能夠紙寸
[4909s] 只有相信趨勢才能
[4912s] 紙寸
[4913s] 只有學習嘗試的話
[4915s] 才能提高你的勝率
[4918s] 但是你要想要賠率
[4921s] 必須擁抱創新
[4923s] 這就是楊明星學獎的這個
[4926s] 知形合一
[4928s] 你
[4929s] 老師在那兒閱讀
[4931s] 明天你不去擁抱它
[4934s] 你怎麼能獲得真正的知識呢
[4937s] 就是知而不形
[4940s] 是不知
[4942s] 形就是花真心白銀
[4944s] 本上參會
[4945s] 這是一個層面
[4947s] 但是不夠
[4949s] 你需要
[4951s] 表演
[4952s] 你獲得真實的書句
[4954s] 真實的判斷
[4956s] 然後用你的投側裏表達出來
[4959s] 這是在
[4961s] 知中形、形中之
[4963s] 所以他是
[4965s] 要明白股票
[4966s] 他底層是
[4968s] 你要用他的
[4970s] 公司的股權
[4972s] 你要用這個企業
[4974s] 所以要有這樣一個理念
[4976s] 才能把實體的這個經濟
[4978s] 可虛擬的這個經濟
[4980s] 結合起來
[4982s] 認知
[4983s] 不僅僅是價格
[4985s] 還要價值
[4987s] 價值和價格的這個互動
[4990s] 才是在真正的時間這個過程
[4994s] 您的思路還是說
[4996s] 我們找到了粹化劑
[4998s] 或者看到了某一個行業景氣
[5000s] 跟隨趨勢
[5001s] 那就相對來說
[5002s] 也不叫右側
[5004s] 而是可能左立偏右
[5006s] 是的
[5007s] 但不是完全的左側策略
[5009s] 那當然
[5010s] 你一定就是要完善你的體系
[5013s] 不要給你的這個不完善體系
[5016s] 找任何的借口
[5018s] 你既要找必要條件
[5020s] 又要找充分條件
[5022s] 追求投資的速度
[5024s] 跟著投資速度
[5026s] 因為趨勢也有速度
[5028s] 所以就是說
[5029s] 這是要結合起來
[5030s] 雖然大家有不同的理解
[5032s] 但是和這種
[5034s] 相對來說
[5035s] 常識的理解
[5036s] 價值投資這四個字
[5037s] 就是趨勢投資
[5038s] 和價值投資
[5040s] 它是不是又是
[5041s] 兩個完全不同的流派
[5042s] 我認為
[5043s] 隨時空的我就說
[5045s] 目標是正前
[5046s] 我長期穩定的
[5048s] 持續的正前
[5049s] 那你把這些定義定好了
[5051s] 那你可以堅收兵序
[5054s] 所以
[5055s] 趨勢投資和價值投資
[5057s] 有啥區別呢
[5059s] 在我看的都是
[5060s] 收在DCF裡頭
[5061s] 那你現在比DCF
[5063s] 目標價要低
[5064s] 是明顯的低估
[5066s] 它可能高到
[5067s] 你DCF估值的1.5倍
[5069s] 那就明顯高估了
[5071s] 明顯的高估
[5073s] 明顯的低估
[5074s] 你的動作就好座
[5075s] 就中間的狀態
[5077s] 就是持有的狀態
[5078s] 我覺得我本格的學習
[5080s] 就是用來解決
[5082s] 這樣一個複雜系統的
[5084s] 一個操作性的這樣問題
[5086s] 就一直在實踐
[5087s] 就是說
[5088s] 有輸入有輸出
[5089s] 有目標
[5090s] 如何反饋
[5091s] 建立穩定的系統
[5092s] 那我們
[5093s] 跟那個存量好不一樣
[5094s] 就是存量化
[5095s] 可能是說它用
[5097s] 全數據
[5098s] 系統
[5099s] 來做到這個地方
[5101s] 這裡面有的人
[5102s] 也是有因果
[5103s] 有因歸納
[5104s] 我是
[5105s] 人和機器
[5106s] 我都不排除
[5107s] 我既要加
[5108s] 機器
[5109s] 要加人
[5110s] 把我這些體系變成
[5111s] 整體的一個開放的
[5113s] 能夠適應
[5115s] 更多複雜環境的一個
[5118s] 穩定的系統
[5119s] 穩定性必須加這個反饋
[5121s] 雙反饋是最好的
[5123s] 因為它的可適應性更強
[5125s] 單反饋有時候會崩掉
[5126s] 那你雙反饋
[5128s] 這樣的話
[5129s] 就會比較好
[5130s] 所以我會強調
[5132s] 主觀和量化的結合
[5134s] 自上而下
[5135s] 和自上而上的這個結合
[5138s] 那麼基本面
[5139s] 和交易策略的這個結合
[5141s] 我自己覺得
[5142s] 我整體在實現的
[5143s] 就是說
[5144s] 中國的這種
[5146s] 質系思想
[5147s] 在
[5148s] 股票投資中的
[5149s] 應用的這個問題
[5151s] 我現在
[5152s] 投資方法
[5153s] 更多的通過調研
[5155s] 接觸到
[5157s] 最優秀的科學家
[5159s] 最優秀的企業家
[5161s] 最優秀的投資家
[5162s] 這樣的話
[5163s] 我通過跟他們的交流
[5165s] 能夠學到
[5167s] 能夠付出事件的一些方法
[5170s] 接觸定序
[5171s] 因為剛才我們
[5172s] 潛了一下
[5173s] 就是關於一個
[5174s] 價值投資的一個定義
[5177s] 您現在的這個
[5179s] 池商裡面
[5180s] 還是有很多
[5181s] 這種科技板塊的嘛
[5183s] 科技板塊也是
[5184s] 我慢著
[5185s] 比較傳統的這個
[5186s] 投資圈裡的定義
[5188s] 其實成長股是比較多的
[5190s] 您怎麼看
[5191s] 成長股和價值
[5192s] 五之間它的這個界線和區別
[5194s] 成長股的話呢
[5196s] 它處於這個
[5198s] 技術創新的
[5199s] s曲線
[5200s] 0到1
[5201s] 1到10
[5202s] 10到30
[5204s] 這個部分
[5205s] 進入
[5206s] 成熟器以後
[5207s] 它增速下降
[5209s] 那麼它的估值
[5210s] 很便宜
[5211s] 然後你就算它的
[5212s] 印資產
[5213s] 它們都
[5214s] 比較之前
[5215s] 它可能更多是分紅骨
[5217s] 對
[5218s] 還是我前面講的
[5220s] 那個投資圈
[5221s] 三個部分
[5222s] 第一個呢
[5223s] 就是跟隨趨勢
[5225s] 它是可以展開的
[5227s] 你是跟隨
[5229s] 市場環境的趨勢呢
[5231s] 還是跟隨技術
[5233s] 變遷的這個趨勢呢
[5235s] 應該說呢
[5237s] 跟隨趨勢在不同的階段
[5239s] 你要跟著的不一樣
[5240s] 某個階段是
[5242s] 宏觀是
[5243s] 重要的這個變量
[5245s] 因為它影響的
[5246s] dcf的那個
[5247s] 利率的變化
[5249s] 當利率很低的時候
[5251s] 產業也沒有創新的時候
[5253s] 那你肯定
[5255s] 分紅骨就很好
[5256s] 你就跟隨
[5257s] 分紅骨的這個趨勢
[5259s] 但是如果
[5261s] 說利率很低
[5263s] 流動性很好
[5264s] 分紅率已經被市場抬高了
[5267s] 那這個時候呢
[5269s] 技術的這個成長骨
[5271s] 它應該是佔優的
[5274s] 那就跟隨這個成長骨的這個趨勢就好了
[5277s] 至少從分析框架來說
[5279s] 肯定就不是
[5280s] 我們理解的價值投資的這種分析框架了
[5282s] 對吧
[5283s] 我把它認為
[5284s] 是3.0版的價值投資
[5286s] 怎麼理解3.0
[5288s] 1.0版版就是
[5289s] Grey Hamson
[5290s] 那是你要
[5291s] 真的是比靜資產要便宜
[5294s] 那麼2.0版是8.0特勢的
[5296s] 那麼它講成長價值
[5299s] 在合理的價格買入好的公司
[5303s] 那3.0版的話
[5305s] 其實
[5306s] 就是一個叫
[5307s] 薄氣投資的
[5309s] 它們的這個方法的話
[5311s] 就是看
[5313s] 未來影響人類的科技的這些方向
[5317s] 我們在成長骨這方面
[5319s] 選擇賣點的話
[5320s] 一般會有什麼邏輯
[5322s] 因為如果你看終局的一個
[5324s] 價值來貼線的話
[5326s] 那誰知道終局是什麼
[5328s] 或者你的終局的預期很高
[5330s] 對每個人有每個人的判斷
[5332s] 這就是主觀投資的魅力所在
[5335s] 因為你是唯一的你
[5338s] 別人替代不了你
[5339s] 那就是說
[5341s] 市場市場的預期
[5342s] 你有你的預期
[5343s] 只說你要在你的預期上
[5345s] 做過足夠的這個功課
[5348s] 讓你確信你是這個預期
[5350s] 是沒問題的
[5352s] 那我們的框架是一樣的
[5355s] 比你任務預期的那一價格
[5357s] 要高出很多
[5359s] 假設說高出來
[5361s] 50%以上
[5363s] 那其實是可以考慮賣出的
[5366s] 那你設定的就是賣出
[5368s] 但是操作的時候
[5370s] 因為市場在短期
[5372s] 它是靠momentum去動的
[5374s] 動量在
[5375s] 所以你賣的時候
[5377s] 雖然估值貴了
[5378s] 但是動量
[5380s] 還在往上
[5381s] 你就是賣在左側的部分
[5383s] 不要超過一半
[5384s] 另外一半賣在右側就完了
[5386s] 因為剛才您提到
[5388s] 我們一起討論關於
[5390s] 現在的康波周期的這個機會
[5393s] 顯然這個機會
[5395s] 最大的變量就是AI
[5397s] 因為現在估值已經很高了
[5399s] 就是甚至
[5400s] 反正市場上普遍的
[5402s] 大家的感受
[5403s] 是覺得很難下手了
[5405s] 您會怎麼判斷
[5406s] 又是像2000年那樣的
[5408s] 互聯網泡沫
[5409s] 我們會期待一波
[5411s] 比較大的回調
[5412s] 還是說您覺得這個趨勢
[5414s] 也沒有結束
[5415s] 我覺得我們作為人的存在
[5418s] 你能夠認知這個世界
[5420s] 是很小的一波
[5422s] 就是你可能
[5424s] 能不能認知到這個世界的1%
[5426s] 我是存懷疑的
[5429s] 有可能我們就認識不到
[5431s] 那個99%以上的這個世界
[5434s] 所以我們
[5435s] 肯定是以我們的苗小
[5437s] 來認知這個偉大的世界
[5440s] 那麼AI也是這樣的
[5441s] 你能夠想像它很有前景
[5444s] 但是你真的很難
[5447s] 預測它會變成什麼樣子
[5450s] 所以呢
[5452s] 我覺得跟隨趨勢
[5454s] 是比較重要的
[5456s] 您之前提到過一個觀點
[5459s] 26年可能大的A股
[5462s] 正在從這個
[5463s] 流動性驅動到於你驅動
[5465s] 這個也是一個比較明顯的
[5467s] 比如說能夠支撐
[5469s] 這波勢繼續往前走
[5471s] 的一個重要因素
[5473s] 當然我們肯定是要結合股價
[5476s] 和產業的數據
[5479s] 以及公司的盈利的狀況
[5481s] 來看這件事情
[5483s] 現在因為AI
[5485s] 這個勢已經在了
[5487s] 沒用懷疑
[5488s] 然後產業的利潤
[5490s] 也是放出來了
[5492s] 進一步來驗證這個事還在
[5495s] 所以你會看到
[5496s] 那麼海外算利的
[5498s] 公司的業績暴增
[5500s] 那存儲不夠
[5502s] 利潤暴增
[5503s] 你要擔心的話
[5504s] 那就是說
[5505s] 那你就看
[5506s] 什麼時候是增速的高點
[5508s] 或者說
[5509s] 你想強跑
[5510s] 那你要預測準確
[5512s] 它的什麼時候
[5514s] 是增速的高點
[5516s] 就是你把你的焦慮
[5519s] 聚焦在你
[5520s] 最應該關注的那個問題上
[5522s] 能夠化進你的焦慮
[5524s] 比如說
[5525s] 它增速降低
[5527s] 對
[5528s] 而這種降低
[5529s] 是短暫的
[5531s] 還是確實行的
[5533s] 所以這些問題的話
[5534s] 是你真正應該聚焦的一些問題
[5537s] 聚焦了這些問題
[5538s] 你肯定就不會焦慮了
[5540s] 而我們確實看到了
[5542s] 就是前面
[5543s] 是叫流動群驅動
[5545s] 它長了很多了
[5546s] 那現在呢
[5547s] 大家擔心它是不是不行了
[5549s] 但是它進入一個盈利釋放的時候了
[5551s] 那你就需要看
[5553s] 它透支了多少
[5554s] 如果沒有透支太多
[5556s] 你DZF他們估出來
[5558s] 那你是不是應該繼續實驗
[5560s] 從這個角度
[5561s] 轉向盈利驅動的
[5563s] 這個大的邏輯來講
[5565s] 如果您回想
[5566s] 在992000年
[5568s] 互聯網泡沫那一段
[5569s] 是不是當時就沒有
[5572s] 現在的這個盈利驅動的
[5573s] 這後半段
[5574s] 不一樣
[5575s] 那個時候的話
[5577s] 你會看到中國的這些企業的話
[5580s] 更多的是商業模式上的這種
[5583s] 變化
[5584s] 我們那個時候
[5585s] 還沒有加上WTO呢
[5587s] 我們的製造業
[5588s] 沒有現在這麼強
[5590s] 我們那時候都不完善
[5592s] 各個體系都完善
[5593s] 而現在
[5594s] 我們絕對是全球的
[5596s] 最大的製造業強國
[5599s] 所以它不一樣
[5601s] 所以你在這個時候
[5603s] 是能看到業績的
[5605s] 我們在今天節目的最後
[5607s] 還有一個挺重要的部分
[5608s] 其實也是投資者
[5609s] 非常關心的部分
[5610s] 還是希望丁總能稍微
[5612s] 給我們點
[5613s] 接下來的判斷
[5614s] 大概每幾個行業
[5616s] 甚至是更細分的領域
[5619s] 是你接下來還算比較看好的
[5622s] 這個就是
[5623s] 還是用我的這個投資者
[5625s] 來解釋
[5626s] 第一個是跟隨趨勢
[5628s] 跟隨趨勢
[5629s] 有可能是一個
[5631s] 中短期的一個判斷
[5633s] 那我們肯定是看好
[5636s] AI的算力
[5638s] 存儲
[5639s] 基礎建設
[5642s] 甚至於能源的管理的系統
[5645s] 這些呢
[5646s] 就是我學機是趨勢
[5648s] 昨天還有跟一個
[5650s] 全商的一個投資的
[5652s] 主管來聊
[5654s] 他說呢
[5655s] 以前都是全行業來分工的
[5657s] 現在呢
[5658s] 只分兩個
[5659s] 一個是與AI相關的
[5662s] 一個是與AI無關的
[5664s] 跟正前全告AI相關的
[5667s] 有這種分法的話
[5669s] 就說明整個的投資
[5671s] 也應該這麼分
[5673s] 浪這個AI有萬的
[5675s] 爽的這個AI無關的
[5677s] 我覺得這個
[5679s] 是一個很清晰的趨勢
[5681s] 那學習常識
[5683s] 肯定就是說
[5685s] AI的發展
[5686s] 階段性可能會
[5688s] 有故事的高低
[5690s] 所以我覺得
[5691s] 不是普遍的水
[5693s] 一定是找裡面的
[5695s] 脆弱的環節
[5697s] 哪些環節可能會
[5699s] 比較脆弱
[5701s] 哪些環節是
[5702s] 當下脆弱
[5704s] 未來未必脆弱
[5706s] 我們需要去
[5707s] 提前去看未來
[5709s] 哪些東西會更脆弱
[5712s] 您指的脆弱事實
[5713s] 它現在估值相比偏低嗎
[5715s] 不是
[5716s] 是這個產業發展的平靜
[5718s] 首先呢
[5719s] 就是說
[5720s] 大家都重視
[5722s] 對
[5723s] 但是中國的重視
[5724s] 和美國的重視
[5725s] 就是華為的逃離論出來
[5727s] 可能會
[5728s] 我們突破
[5729s] 他們對我們的這個卡坡
[5732s] 因為
[5733s] 原來講的是空間的對點
[5735s] 現在講的是時間的
[5737s] 那麼我們可以往上去跌
[5739s] 傳輸的時間
[5742s] 更短
[5743s] 效率更高
[5744s] 這個呢
[5745s] 就是有可能
[5746s] 找2030
[5748s] 30年還是2031年
[5750s] 能推出類似
[5753s] 這種性能的這個芯片
[5755s] 那你對我的邦克基的
[5757s] 這個
[5758s] 圍堵
[5759s] 可能就是無效的
[5761s] 所以呢
[5762s] 這個對我們國產的這個算力
[5764s] 可能就是
[5765s] 還是要繼續的重視
[5767s] 美國的那個
[5768s] 因為它事實
[5769s] 那麼大
[5770s] 那麼中國
[5771s] 有沒有可能
[5773s] 有幾家一起來分
[5775s] 類似於
[5776s] 那個當量級別的
[5778s] 那麼看
[5779s] 可能我們的產業
[5781s] 還有
[5782s] 上什麼這個空間
[5784s] 我覺得這個話的話呢
[5786s] 我們要去學習常識
[5788s] 看看
[5789s] 有人對逃離論
[5791s] 是正面的
[5792s] 有人可能是
[5793s] 我負面的
[5794s] 對
[5795s] 那你自己
[5796s] 要學習常識
[5798s] 那它這個空間對跌
[5799s] 是怎麼回事啊
[5800s] 2.5D
[5801s] 到底是怎麼對放的
[5803s] 那3D的對跌
[5804s] 是什麼樣子的
[5805s] 那麼還有
[5806s] 那後面的話
[5807s] 光的發展
[5809s] 有人說
[5810s] 因為我們調研過程中
[5811s] 上市公司的科學家
[5813s] 企業老闆跟我們講
[5814s] 20世紀是
[5816s] 光子的時代
[5817s] 我們要站在光裡
[5819s] 別光站在那裡
[5820s] 就是你要學習
[5822s] 擁抱這方面的
[5824s] 知識
[5825s] 投資的這個標題
[5827s] 我們現在有可能
[5828s] 還不那麼了解
[5829s] 但我覺得
[5830s] 要建築AI的工具
[5832s] 去學習那個領域的
[5834s] 常識
[5835s] 只要學習到
[5836s] 常識別人忽悠不了你的
[5837s] 對
[5838s] 然後你也能發現
[5839s] 這個產業鏈的
[5841s] 平靜在哪裡
[5842s] 包括材料也是這樣的
[5843s] 那現在需要的是
[5845s] 什麼材料
[5846s] 未來需要什麼材料
[5848s] 現在是光不快
[5849s] 是可插拔的
[5850s] 未來的話
[5851s] 如果是CPU的話
[5853s] 所以這些常識
[5854s] 我們是需要
[5855s] 學習才能夠
[5856s] 真正的理解
[5858s] 當下的趨勢
[5860s] 後面的那句話
[5861s] 就是擁抱創新
[5862s] 擁抱這個東西
[5863s] 不懂的東西
[5864s] 你才能夠
[5865s] 提升你的能力
[5867s] 所以這就是
[5868s] 我基本的一個判斷
[5870s] 所以什麼消費
[5871s] 其他都不在看了
[5873s] 不是
[5874s] 這是常識
[5875s] 便宜的
[5876s] 就值得你去擁有
[5878s] 現在消費股很便宜
[5880s] 其實我也有
[5881s] 我是37開
[5882s] 也會不舉
[5883s] 當然會了
[5884s] 而且AI未必就是
[5886s] 摧毀所有的消費
[5888s] 有些消費常識
[5890s] 我看到了
[5891s] 我去掉眼
[5892s] 用AI
[5893s] 大幅度提高
[5895s] 它的一個效率
[5896s] 所以它不是
[5897s] 整個產業的成長的邏輯
[5899s] 而是這公司的成長邏輯
[5901s] 那麼它現在開
[5903s] 幾百家店
[5904s] 到後面開幾千家店
[5906s] 這個管理的效率
[5908s] 有了AI管理效率
[5910s] 大幅的提升
[5911s] 還有工業生產領域
[5913s] 一樣的
[5914s] 就是我們現在
[5915s] 短期看的是
[5916s] AI的基建
[5918s] 但是長期一定要看
[5920s] AI的應用
[5921s] AI的應用
[5923s] 那就必然會對各行個業
[5925s] 都會有機會
[5927s] 所以
[5928s] 如果它AI相關的話
[5930s] 我們根本不用猶豫
[5932s] 這只是一個剛剛的開始
[5934s] 只是說
[5935s] 現在的這個
[5936s] 衝擊力是在算力
[5938s] 存儲
[5939s] 後面是AI的應用
[5941s] AI的應用的空間
[5943s] 一定會出現那種大公司
[5945s] 所以
[5946s] 不用焦慮
[5948s] 我們除代一個最好的時代
[5950s] 我最後一個小問題
[5951s] 就是
[5952s] 因為您提了
[5953s] 很多次跟隨趨勢
[5955s] 所以實際上
[5956s] 我們更大
[5957s] 維度的這個投資哲學
[5959s] 那算不算
[5960s] 就是
[5961s] 浪
[5962s] 是不是
[5963s] 就是
[5964s] 做多為主的
[5965s] 當然
[5966s] 就是我
[5967s] 音場入局
[5968s] 我因為看到了長期的價值
[5970s] 才會入局
[5971s] 小的機會不要入局
[5973s] 當然我們也會通過
[5975s] 一些工具來去
[5976s] 做一定的對衝
[5977s] 對吧
[5978s] 會的
[5979s] 會的
[5980s] 那是解決的是
[5981s] 就是
[5982s] 現在的
[5983s] 我就是
[5984s] 老師拿車來比較
[5985s] AI的機件是修路
[5987s] 然後
[5988s] AI的應用是跑車
[5989s] 我做車的話
[5991s] 就是說我要上車
[5993s] 然後往前走
[5995s] 這個車的話
[5996s] 能開
[5997s] 往前走
[5998s] 就是浪嘛
[5999s] 浪漏內嘛
[6000s] 能開
[6001s] 這個東西
[6002s] 是對的
[6003s] 跑得久
[6004s] 跑得長這樣
[6005s] 這是對的
[6006s] 但是我要讓它
[6007s] 做車的人舒服
[6008s] 那我就要加防震的這個東西
[6010s] 防震的東西是什麼
[6011s] 就是我讓你做舒服
[6012s] 我就要代保護
[6013s] 我要把這個波段
[6015s] 做出來
[6016s] 所以呢
[6017s] 其實對我們提出
[6018s] 更高的要求
[6019s] 因為我是資產管理
[6020s] 我不是管自己的錢
[6022s] 對
[6023s] 我自己錢我可以
[6024s] 扛住住這個回合
[6025s] 但是我
[6026s] 我覺得就是
[6027s] 我是資產管理
[6028s] 那我讓我的投資人
[6030s] 既要獲得那樣的收益
[6032s] 還要能夠
[6033s] 讓它的波動
[6035s] 比其他的主觀的投資者
[6037s] 要波動小一點
[6038s] 你們的空投策略
[6039s] 大概能佔比例的多少
[6041s] 我的思考
[6042s] 就是說我基本上
[6043s] 會控制在整體
[6045s] 三到五成
[6046s] 就是這個
[6047s] 長好的暴露
[6048s] 我們並不是空仗
[6050s] 我們就是看好的股票
[6051s] 我們就拿一直拿著
[6052s] 如果要需要
[6053s] 檢證的時候
[6054s] 我們賣別人的股票
[6055s] 賣那個
[6057s] 股市期貨
[6058s] 或者說說
[6059s] 我們不看好的那個
[6060s] 公司
[6061s] 不賣自己的股票
[6062s] 如果自己的股票
[6063s] 是你要賣的
[6064s] 你就沒必要買它
[6065s] 明白
[6066s] 非常清晰的分享
[6068s] 感謝丁總
[6069s] 今天給我們帶來了這個分享
[6071s] 我們相信大家對
[6072s] 接下來AI 包括
[6073s] 整個的
[6074s] 看波周期
[6075s] 都會有一個全新的認識
[6076s] 好的
[6077s] 謝謝你
[6078s] 感謝丁總
[6079s] 謝謝謝謝
[6080s] 好 下期我們再見
